ResponseId,Ideology_Score
R_8HXCR8e9Ek8CGmB,-1
R_2xXl0cCgOnoljGO,0
R_3JkOa4HTwtdYEHv,1
R_1ML1yHeaNRNZmMw,1
R_yk084j3S4m8ubLj,-1
R_3Giyk6KiUaZqTWn,0
R_0JVjIUcs7rA6R8Z,-2
R_1o5rbjFXr8U2RXi,1
R_PO3OaDyiYRAL0lP,2
R_1jldEk0h0MM7dqo,-1
R_31i7lQZlIvQpo1i,2
R_1pArYJugXWt2p6j,-1
R_1IYlWsahZkmENH0,3
R_3dRF53pKvDklAzA,2
R_3RsvTUEcdkpa5aC,1
R_3G6AnCBE4RtpbA8,-2
R_1Pel06o0nrH9ATK,0
R_2YJUxOiSphH7MEa,3
R_31TT23zwAdT9tDU,-2
R_3CD8Df9sZcpvE49,0
R_1M4FKrqVOTIjKTr,0
R_1dtbbD81ZtMu7Pp,-2
R_2SCvbQVV0UKelSB,0
R_1jv4wMYuc70NrmJ,1
R_3OpQdxwPNkmf77I,3
R_21oKGBp2PfnLzG6,2
R_2UaAGVuEXQRzOiz,0
R_3PXjipdWUkak5k9,0
R_1CBodPjPMCtANT8,0
R_3nkkymdrKhUDz2b,0
R_20Pzcmzi67CNorj,0
R_Z1BQDmQUpX0Pcgp,-2
R_12PWov92dkSiZN2,2
R_DH9dZol1UWK0Pap,3
R_1IQwcIEUgUNYP51,2
R_1IjajgcAMwTfElX,0
R_2PiqsHvcudgsDRj,-2
R_1rqR90DP0Nj7aus,0
R_2TtaXOjWpxd761t,-2
R_vk8mcVCnqNYeBQl,0
R_AGS8YC1YZ4V7S6d,0
R_sGobJE4PqP8NeM1,3
R_24vJUM6YRExnJBy,-1
R_3Dp7UOmpTzPVUJk,1
R_2DYxPLR29FY1M3i,0
R_3NQJbaDUibUS4fl,0
R_2rHj0IXRZGZm5cr,0
R_1FeWJ1uJN1FweGQ,1
R_zdqCK4TJDQmfKW5,-2
R_3HRNpP8mc9xL4ys,0
R_3CBCkHZgwNcK0XR,0
R_3PuBpYRvfKQbhKF,-1
R_AoDJpO4lJxRsQHD,-3
R_RCYIwGhlp5ytKKZ,-1
R_2q8xe9r8kidRbHV,2
R_DwvTwBHPg8SIMBX,-3
R_3kCdEkeX5LvVbee,-1
R_1CxS7PavFqK0Gxc,-1
R_DdXw5MoXLMQyUSd,0
R_1jdHlOwZT2Mkg5H,3
R_STbvrIALUQFn2mZ,-2
R_OfkB3iMsXqXjV3X,-2
R_DUi8Q5tir1wuNcl,2
R_7V3Yh42JrjYCQBX,1
R_1DPjhQy8xC6pdTO,1
R_3shRo1iZnRFpAjc,0
R_2B9gzZaWBRMK1vi,0
R_3fIQFIxcreorMOq,0
R_3j38ZeGdvDGdZmh,1
R_1LHjUE5TjDfTEvu,0
R_3CNKV3AxKXzdVrY,0
R_3PnPIDgvBKKqiQy,1
R_YXk30W4BeTBtByp,-2
R_1KvCgz07XZwjNjE,2
R_10OdTei5GBHdMmk,0
R_2AHjwSqxvbfWYqg,3
R_1gGhVPQKJ5g2PBP,0
R_2q3fO1QOmtw4NIn,-1
R_3m8Xoz7qFWBFLU8,3
R_1Ed3ASpawEbs1bg,0
R_23WdzdMt9h5ufti,1
R_2RQjWBPP2L9PCX7,0
R_bQpLHy1jE3Y97UJ,1
R_VQk4pfUpICgx6nf,-2
R_XnYSUMsRqcpuzMB,-2
R_1lyE4s653hURJMN,0
R_2DTTz3RIPKAZ9Zi,-3
R_1r00pMlftmCnNdS,-3
R_2t4hr6RB8aK6g6Q,-2
R_0BznfS2dAmc9FU5,2
R_1j7iB6lvsAfvyAR,-2
R_2q3mJY76qYEeEZE,NA
R_2zhGyA5s89YMHBL,0
R_21cxUu5E2e0CiBr,-2
R_10HkoYCQ3c0fIYy,0
R_eeyCzA8RHelVngJ,2
R_SNw6KCtfaoqcyUp,2
R_1o5ayvnsqOJe1DS,0
R_1ddbVPxKyaEGVag,2
R_2zGR9mPFXMf2e8k,2
R_pQUewQ6gn2jkBZ7,0
R_2pQ3z7bEvan2r5k,0
R_3OqBnRKBKX8AWtj,-1
R_25sycceSSnGb58K,-2
R_OIiFirfGPf1cvGV,-1
R_1Q58YdUpjMHtWQD,-1
R_1gjpGgTCO8zYaPH,2
R_2QK6A64Luxf9dDu,0
R_6kZcghLrrmPp7yN,2
R_24FWA34ndmONE5E,3
R_1hzijqmh6N7g8Vy,-3
R_3Rr6CsRkCmbBs5b,-2
R_2xKMErsRYaTKpyh,2
R_10PiVE2TjyE3yLY,-2
R_Dvo0EMpfgPn7kQN,-2
R_3gZubr2CuYOgi8O,0
R_2WPtl8vw4bSSydJ,2
R_1LT0mHNzFM8pyox,NA
R_yPxwUTAMzV1egRr,2
R_3LdOFeMvr4fFU3w,-2
R_1INneo0p3CBqQoU,0
R_2xFC1JYVmdyoAuH,1
R_UcMKuOWRXYS4kO5,-1
R_1BWTUqr8FtB9EY8,0
R_1l3q1I81Scco6uS,-2
R_2BzEjjaC6N7FNIu,0
R_2WBZwBP6PGvOck9,1
R_2YEzOJgqkT4CYaq,3
R_3HYYoor4iA7uhoQ,1
R_TplFcRPMeKtIEYp,-1
R_3L6BKdwY217LW03,-2
R_2odXhMZbrsKbJip,3
R_1INqJHBiJsSewxl,0
R_12AbOmHcSLCSoRF,2
R_31gEc8Grp9nG4Em,2
R_2YEdXJu4fobQd65,1
R_xEhFJPtWHYaWB3j,-1
R_80um6mVPfnAFMT7,NA
R_11hZIh3IbWquCW4,3
R_3ehlIHdqAUcWao9,2
R_30059xsIalwMoB1,1
R_2aPmC7YsaSzR8vU,-2
R_DAi0lextAZvAqul,3
R_115fCkCrp7DHJOx,1
R_2BgpbCdG9hZU6x6,1
R_2y8YDg02ze3WwAM,1
R_DvMlnf1XN7FpFlf,1
R_1pzF8Vcu8ntAe0H,0
R_2qdDVjuwi7lqZGc,-3
R_cu6Dan95a1gV997,2
R_pbL0OPzvXfUf5AZ,-1
R_1CxvR78Bt8gYWQK,-1
R_3e2Efv033f8SWT3,0
R_2U8YFNCYlHeWwWq,-2
R_1FOLhNxExeROkPf,0
R_vjWT4I1cCQa1ExX,-2
R_25AVxOTUcmBrvwd,3
R_1N3Ut25FQPHnmlg,3
R_UaxKmz3ySOqzZ73,3
R_1QxwPOY6mHCAXLX,0
R_2rOz7nIUNPWtm49,2
R_bqMIqvBTFKUwkeZ,-1
R_eEdC4G5GQYO5aAp,-3
R_3R2ig0MNSDElciP,0
R_28CyCzTzJoqvyVq,2
R_3EtDD5tOObdTBo2,-1
R_3MsXsRUydtNgdKe,-3
R_PTCZpIwWgVQSfnP,3
R_2DZihgUgRHdEBfp,2
R_2bNbDuBuT9JDYxS,-1
R_3eeorMj3UcwRHtN,-1
R_1QxRC19eS6CPexi,0
R_sGYKcyuBDSUIOJz,NA
R_BYci0j9tytIX9ND,0
R_3kM1gHJiqK8fAvM,0
R_1LSeEfhxoEYpIfe,3
R_2rNQxLmMyMzXGEs,1
R_RJfCGZPEUygwxhf,-1
R_2z5CFjhlh9mf996,0
R_2w1ghEfa7uWFZLy,1
R_1LGcSjpK3dHWHQ8,0
R_2dATQ1miAbCBgn5,2
R_3hA9QxiYUV4jTjJ,1
R_2tJ4RiUsTNGtxr7,-1
R_1CruVbyz22SCZvn,2
R_3kcwKfvs12RVmj3,-3
R_10rt15OLib0Xubw,NA
R_30ixbOEtEXWNm0U,1
R_1C1MxVZymHzXSHm,0
R_vqzygVO3irlus01,3
R_dosCyZJMNLxfddv,0
R_1DP80ERtos2o3hc,-2
R_37VjELHESrOxZ9n,0
R_20YfIMBTYFuD2Ax,3
R_2zI80AzqiujVs5P,-3
R_3NJ0UeFZntpkNrI,1
R_AcU7VipH0bFbHLb,2
R_39i2XnllVO9Ac9z,0
R_cBz0FgFaPFSpPe9,2
R_2VybvlnGvi9DesF,0
R_3CHIujTrAOvgKuI,-1
R_7OnTwB3Qgq6F3LH,0
R_CmimzfCTjLOsbf3,2
R_UFaaJmkgP3ygEMN,1
R_1EWfroGKcMBjncC,2
R_2zZNXunTKdyJ4Pk,-3
R_5dq3XEaAMR9xZYd,NA
R_2cw8NkCNGvdqKMm,0
R_27P4DtHOq4iWrsy,-2
R_3oBfzSDCIodDkZX,-3
R_31arrDLGuvoXAlI,0
R_3Leg7eNFgaKlRcf,0
R_7WchCm6zEBSZyDv,0
R_12JC8j3kkjHStYz,-3
R_3oKQqcHY684Lmg5,-3
R_3EVTiRrnEOMlNeV,0
R_5vGHPmhF5v7jfah,0
R_2S1RHOxibaJ338V,-3
R_3iPAT62rCYmE0ul,1
R_2QWZTN8CnrWFVLZ,-2
R_1OZD11UzoJSCKra,-1
R_1LoFGHcX2LmSuxu,2
R_2tmXrGeLb5CpwPF,-3
R_3kvlQB3D4Xp4Ptj,2
R_3MG3cFQmej8Zqdu,2
R_231PMidlmZFMAeO,3
R_21uOEJTwYzosgBw,1
R_2wAD4bULtySCDJ9,0
R_3HCcgtwPiBDpNp6,2
R_u1GZ1czox9wu4lr,-1
R_2e3TvX7gv3Az17C,0
R_28RS1NKXYxvgiDk,-1
R_1n907ZgBKyrqHlI,-1
R_Rm3lvrwUIZUeC5P,1
R_338CopcIWofUwI0,-3
R_1dv0YaciyG6zuFj,2
R_2e3eGTcUQFb75pR,3
R_1GIH7L3ZC81DK2e,0
R_1Nl8IIyvlYTW3f0,-3
R_pDxquPHx7E73q5X,0
R_3QQ1imj7B1HibmA,0
R_3fvlIZtn4IHPgSO,2
R_1MYAOV0j6sZkfvM,2
R_2uwygsAdhTTis9v,0
R_1hKoiFEGkiaGieA,0
R_2bVm9YMewXmzWTx,2
R_3fW7GcnhHX8gLvB,-3
R_r8a9mdc2rntsNk5,-3
R_3elhWJsWLyrUtlV,0
R_tG9rbW4vLdi8UW5,3
R_1LSAvG7TqwZaULD,0
R_yWssufBgtxtbGdb,3
R_1inBN67OWH2u6nN,0
R_RQOF1aeJiTociop,2
R_1g8wU1W9Nr9XjOm,0
R_2f7qS4mf5w1daqB,-3
R_1OP7ljxtMi7iwvG,-2
R_2Bh7nJIF0yzaoMQ,2
R_dj05i95ysb9VWpj,-2
R_2TG1kkGSrdZib7e,-1
R_1QGEWtPJWO9MrUB,-1
R_3enyURlnJF1QZM2,-3
R_bPX2hnxOz6JbdnP,0
R_3k7dMLIDOTtsp4G,3
R_3Ge1gJHOubXM05N,3
R_2sYF4prtn44yb12,0
R_3k6xoMqT5tZuZvo,0
R_1dp1E4KfWIjp8H3,0
R_2WSGpBkWUi801hI,3
R_Agm2IpPNv8AdOLL,0
R_qEi66FhFVNTox6F,2
R_3I9QdT5wivaksA8,NA
R_1LbrPzeGFslovlf,-2
R_xbleAQ8PYA4aqS5,0
R_25vIEYyWXKGPHZR,-3
R_2AWkL2jmytg2jb2,2
R_2VvvqG0Lni9ewO3,NA
R_1doT3kCBvgYB3VC,-3
R_1kS7DTDKositQut,-1
R_31zVIoS4spVITO2,0
R_10Zc3wxCTRXpJ6s,2
R_1F2mUYc8avebrHJ,0
R_22KYIw8C2SbCTnq,2
R_2463qYzKVFnc7Di,-2
R_Qn1C22z7Pnug5Q5,-3
R_1Qn42XvrljWS2GX,2
R_1rohzTx11p2B9Xs,1
R_2ByS5rrQFAkjcx8,-2
R_1rBc2gQj05RmBCZ,-1
R_2PsRqzzvlg898Z2,-2
R_ePyVLpB8rPSuDRL,-2
R_xlPhYEswNTLuV4R,-1
R_Tqle4ViOFjdjoVH,3
R_1MLDOsA84IhJy4M,0
R_1pEf83EYUjs9Xng,0
R_BWZ3JBmGeYUIpot,NA
R_eFfiEnStGFe9AuB,2
R_2WPDKZDtWj636q0,0
R_W0f6acqy3nHdsEF,0
R_uh1bQn0p1I758Ix,1
R_1rlk8lc8rmrUdVM,0
R_w192LRwPGuYchiN,0
R_2s0zAPEQQxYAFsK,0
R_3MF3eZ1fsog0OEX,0
R_2CIySnwy0pc69vc,0
R_YXqZIX3yrTOUMyR,0
R_2pRIeR1t5KWReUN,-2
R_2XhpIrH73WSk3bw,0
R_3I0M5cKca4VK0P3,-2
R_1LvwmEGhpfDsFFg,-2
R_OvW1SIRGjQBxClX,0
R_1rNZV2Js0LcsWNz,-1
R_x015rl1q0zzzfDb,-3
R_2eVbjN8seXOqM5n,-1
R_2WUnkBFXZtwRimn,-2
R_D5ymzyh3g9BSjO9,0
R_2b41CAVaC1dwpXz,-3
R_1CqhO9KfUAhlh17,-2
R_2EbeWKvC6w3WCgS,0
R_skaLkXyeuu43DsB,-2
R_1i2Ry4bDV14yo4A,-2
R_1cYZ4vSZ5tmLr29,0
R_ptmKfHt6Ksh1k8F,-2
R_3HHuiAjYtaljXeP,2
R_Ry6QcXCU1AAiIq5,-1
R_2srAFncmAoI9F1n,1
R_2VfQJvWH54kgSYl,-2
R_3fABEeh0mSKsoJJ,0
R_RwzM4QuIZdbnylX,0
R_cCl73MsDJgxTeSd,0
R_DHSBaWbSsI9zlBL,-2
R_2DXPwFjsYEaCbRs,-2
R_R4ef5ckKn3SmdxL,2
R_2DLKq1fM8mEHq5R,1
R_1mseSITXdb13Vhj,-1
R_O8W1EdZlv1t9WIV,-3
R_3IPPIXanc5wkdGU,-2
R_3NRlwYIAQhyiHCR,1
R_3CDW1JG8az3Trtg,0
R_3EAcMYxP0hAWDV9,0
R_1DBdDegsP0SoC0P,-1
R_RFbY9g7uVWlSB9f,3
R_2eQmO1gSCQGrzV9,-1
R_2RaFuesumaO1hbL,1
R_PuowkxYdZ1ly7ip,-2
R_OyaQobVrfMtQoaR,0
R_3J9hW2k7BmRpc0V,0
R_20SZ8kqOuHMw14U,0
R_5vxW67jcj0Va0Tv,3
R_3p5dx7jTVGHywvp,2
R_2aCwCiaef7Yvom8,-3
R_2zzFCXv0Qt3VVJc,-2
R_3lGQaO6mcB48UH5,2
R_1QAX6fWTA1dptIX,3
R_2xJYeQWw2prOo6g,-2
R_29mMtQKHKkTau4a,1
R_1n0DGEAGZvm0CcR,3
R_27HiyuFOovgOgtH,2
R_2aXFMTOLWlLcBLQ,-2
R_1TwUKK9JHezY8XT,1
R_C2jXrlO13okgtkB,1
R_1DGPTdYVwG1kTDA,1
R_1H7tp9dzQWglj84,0
R_1jlYgI3GtyllKM1,1
R_3NO5w1bhWG9SvqS,1
R_2sNCTmvxVCOSrDz,-3
R_1i3dl2Z3zi2sTIk,0
R_3j86hL0YovaYYHi,-2
R_2rCaiXGSyEa9FYT,-2
R_2TGiHJ0p28eC3iQ,2
R_3dMukShxrZx2Y3H,-3
R_1ignUkBJIRKjVAs,2
R_23UAym36NvSTYqo,-2
R_XqaEXZClkIE9lRf,-2
R_AtFUQykhgb9Cmzv,1
R_3kL1LziyJu3Bxp0,3
R_24vi69sYMb6s6ve,-3
R_xE3mKE5PYmR40et,3
R_12Fr9I3WYkk0b7x,0
R_esQlcxHcFUscJJT,1
R_27lFVcynsQvO8oR,-2
R_1jkyxBVpkWQanKE,-1
R_2zwmSymN5F8rdtJ,0
R_2zXX4gHZJ08FHJk,1
R_40ih2iBRRbDLNXb,-2
R_3O8ixOasrTG3JiK,0
R_AFICeAoYF98yCKB,1
R_1q9wwCg7uRUfhqG,0
R_33jneYhWn0xpGja,-2
R_1pxj4VAa0xK5tu4,3
R_s72lXcorJROkRB7,0
R_2D7vPF0Yi0UHLhk,-2
R_2TLyQVJu46hn5So,-1
R_3nCQniMnF4KOJqU,-3
R_3MMUt3fnZK09Vhu,2
R_8HXCR8e9Ek8CGmB,-1